sigma,method,graph_seed,method_seed,cut_raw,cut_rounded,cut_polished,corr_W_inverse_gain,corr_W_gain,runtime_sec,cut_ratio_vs_baseline
0.0,hebbian_frobenius,1,7,637.0,637.0,700.0,1.575606770976231e-16,,79.25472378730774,0.9805294859223981
0.0,hybrid_frobenius,1,7,637.0,637.0,700.0,1.575606770976231e-16,,76.76581764221191,0.9805294859223981
0.0,oracle_compensation,1,7,720.0,726.0,730.0,1.0,-1.0,1.0863442420959473,1.0225521781762152
0.0,static_budgeted,1,8,684.0,697.0,706.0,0.0,0.0,0.6228129863739014,0.9889340243731616
0.0,random_budgeted,1,8,694.0,700.0,711.0,0.0,0.0,0.502516508102417,0.9959378064154644
0.0,hebbian_frobenius,1,8,658.0,658.0,700.0,3.4295270440370322e-18,,26.494656801223755,0.9805294859223981
0.0,hybrid_frobenius,1,8,658.0,658.0,700.0,3.4295270440370322e-18,,27.46020007133484,0.9805294859223981
0.0,oracle_compensation,1,8,688.0,723.0,727.0,1.0,-1.0,1.0410456657409668,1.0183499089508334
0.0,static_budgeted,1,9,658.0,689.0,710.0,0.0,0.0,0.7266616821289062,0.9945370500070038
0.0,random_budgeted,1,9,693.0,701.0,710.0,0.0,0.0,0.5842306613922119,0.9945370500070038
0.0,hebbian_frobenius,1,9,618.0,633.0,687.0,,,90.34928870201111,0.9623196526124107
0.0,hybrid_frobenius,1,9,616.0,633.0,695.0,,,91.07875061035156,0.9735257038800953
0.0,oracle_compensation,1,9,717.0,722.0,730.0,1.0,-1.0,1.1778185367584229,1.0225521781762152
0.25,static_budgeted,1,0,686.0,693.0,719.0,0.0,0.0,0.8425431251525879,1.0071438576831488
0.25,random_budgeted,1,0,687.0,713.0,726.0,0.0,0.0,0.7781956195831299,1.0169491525423728
0.25,hebbian_frobenius,1,0,620.0,620.0,686.0,0.00543321183447892,-0.002518599025600467,43.06023025512695,0.9609188962039502
0.25,hybrid_frobenius,1,0,620.0,620.0,686.0,0.00543321183447892,-0.002518599025600467,43.912298917770386,0.9609188962039502
0.25,oracle_compensation,1,0,685.0,720.0,726.0,1.0,-1.0,1.0661933422088623,1.0169491525423728
0.25,static_budgeted,1,1,678.0,691.0,717.0,0.0,0.0,0.7986297607421875,1.0043423448662279
0.25,random_budgeted,1,1,685.0,696.0,722.0,0.0,0.0,0.6064188480377197,1.0113461269085307
0.25,hebbian_frobenius,1,1,639.0,650.0,701.0,0.13243575749513017,-0.10384798488205435,76.69796180725098,0.9819302423308587
0.25,hybrid_frobenius,1,1,639.0,650.0,701.0,0.13243575749513017,-0.10384798488205435,76.35560393333435,0.9819302423308587
0.25,oracle_compensation,1,1,705.0,716.0,724.0,1.0,-1.0,0.9790167808532715,1.0141476397254519
0.25,static_budgeted,1,2,685.0,705.0,728.0,0.0,0.0,0.818882942199707,1.019750665359294
0.25,random_budgeted,1,2,697.0,710.0,725.0,0.0,0.0,0.7431161403656006,1.0155483961339122
0.25,hebbian_frobenius,1,2,627.0,627.0,708.0,0.0784443705598285,-0.0960209273779625,29.096423149108887,0.9917355371900827
0.25,hybrid_frobenius,1,2,627.0,627.0,708.0,0.0784443705598285,-0.0960209273779625,30.02505850791931,0.9917355371900827
0.25,oracle_compensation,1,2,724.0,726.0,729.0,1.0,-1.0,1.005253791809082,1.0211514217677546
0.25,static_budgeted,1,3,673.0,685.0,707.0,0.0,0.0,0.8967685699462891,0.9903347807816221
0.25,random_budgeted,1,3,693.0,711.0,731.0,0.0,0.0,0.6980147361755371,1.0239529345846758
0.25,hebbian_frobenius,1,3,654.0,654.0,709.0,0.1233789912757304,-0.12128695614032056,27.470778703689575,0.9931362935985433
0.25,hybrid_frobenius,1,3,654.0,654.0,709.0,0.1233789912757304,-0.12128695614032056,27.9089515209198,0.9931362935985433
0.25,oracle_compensation,1,3,726.0,726.0,728.0,1.0,-1.0,1.1517069339752197,1.019750665359294
0.25,static_budgeted,1,4,674.0,697.0,720.0,0.0,0.0,0.7698321342468262,1.0085446140916094
0.25,random_budgeted,1,4,704.0,715.0,724.0,0.0,0.0,0.5850982666015625,1.0141476397254519
0.25,hebbian_frobenius,1,4,623.0,623.0,696.0,-0.030226629240698483,0.03361611768582012,89.57411170005798,0.9749264602885559
0.25,hybrid_frobenius,1,4,623.0,623.0,696.0,-0.030226629240698483,0.03361611768582012,89.04063630104065,0.9749264602885559
0.25,oracle_compensation,1,4,709.0,722.0,730.0,1.0,-1.0,1.0138354301452637,1.0225521781762152
0.25,static_budgeted,1,5,682.0,697.0,718.0,0.0,0.0,0.6622402667999268,1.0057431012746885
0.25,random_budgeted,1,5,702.0,708.0,724.0,0.0,0.0,0.6604664325714111,1.0141476397254519
0.25,hebbian_frobenius,1,5,652.0,652.0,696.0,0.08799583620733097,-0.10210507298446281,74.43334221839905,0.9749264602885559
0.25,hybrid_frobenius,1,5,652.0,652.0,696.0,0.08799583620733097,-0.10210507298446281,75.13045001029968,0.9749264602885559
0.25,oracle_compensation,1,5,685.0,718.0,723.0,1.0,-1.0,1.142695665359497,1.0127468833169913
0.25,static_budgeted,1,6,690.0,699.0,719.0,0.0,0.0,0.7358462810516357,1.0071438576831488
0.25,random_budgeted,1,6,707.0,710.0,728.0,0.0,0.0,0.6550464630126953,1.019750665359294
0.25,hebbian_frobenius,1,6,639.0,639.0,707.0,0.08238452765765208,-0.06823967803669645,36.08034038543701,0.9903347807816221
0.25,hybrid_frobenius,1,6,639.0,639.0,707.0,0.08238452765765208,-0.06823967803669645,35.68585705757141,0.9903347807816221
0.25,oracle_compensation,1,6,694.0,715.0,726.0,1.0,-1.0,1.0753023624420166,1.0169491525423728
0.25,static_budgeted,1,7,694.0,695.0,706.0,0.0,0.0,0.8279387950897217,0.9889340243731616
0.25,random_budgeted,1,7,678.0,706.0,717.0,0.0,0.0,0.7101147174835205,1.0043423448662279
0.25,hebbian_frobenius,1,7,630.0,630.0,682.0,0.14191214179775674,-0.1637778741709167,27.912181854248047,0.9553158705701079
0.25,hybrid_frobenius,1,7,630.0,630.0,682.0,0.14191214179775674,-0.1637778741709167,28.543458461761475,0.9553158705701079
0.25,oracle_compensation,1,7,714.0,720.0,732.0,1.0,-1.0,1.2157938480377197,1.0253536909931362
0.25,static_budgeted,1,8,682.0,690.0,712.0,0.0,0.0,0.7734255790710449,0.997338562823925
0.25,random_budgeted,1,8,685.0,703.0,711.0,0.0,0.0,0.6369602680206299,0.9959378064154644
0.25,hebbian_frobenius,1,8,641.0,662.0,706.0,0.01272492037652036,-0.06995955588114236,86.75682830810547,0.9889340243731616
0.25,hybrid_frobenius,1,8,636.0,648.0,703.0,0.01272492037652036,-0.06995955588114236,87.72371649742126,0.9847317551477799
0.25,oracle_compensation,1,8,693.0,722.0,727.0,1.0,-1.0,1.1780157089233398,1.0183499089508334
0.25,static_budgeted,1,9,676.0,682.0,700.0,0.0,0.0,0.7915732860565186,0.9805294859223981
0.25,random_budgeted,1,9,693.0,699.0,723.0,0.0,0.0,0.6193552017211914,1.0127468833169913
0.25,hebbian_frobenius,1,9,631.0,631.0,691.0,0.07449365766316779,-0.04270569361793353,83.36934661865234,0.967922678246253
0.25,hybrid_frobenius,1,9,631.0,631.0,691.0,0.07449365766316779,-0.04270569361793353,83.98453307151794,0.967922678246253
0.25,oracle_compensation,1,9,699.0,721.0,727.0,1.0,-1.0,1.0346834659576416,1.0183499089508334
0.5,static_budgeted,1,0,676.0,686.0,716.0,0.0,0.0,1.3350868225097656,1.0029415884577673
0.5,random_budgeted,1,0,671.0,688.0,717.0,0.0,0.0,0.9959146976470947,1.0043423448662279
0.5,hebbian_frobenius,1,0,605.0,605.0,693.0,0.12759369206354906,-0.1441235332973238,81.72601532936096,0.9707241910631741
0.5,hybrid_frobenius,1,0,605.0,605.0,693.0,0.12759369206354906,-0.1441235332973238,82.39263415336609,0.9707241910631741
0.5,oracle_compensation,1,0,698.0,713.0,728.0,1.0,-1.0,1.2511746883392334,1.019750665359294
0.5,static_budgeted,1,1,661.0,690.0,717.0,0.0,0.0,1.208303689956665,1.0043423448662279
0.5,random_budgeted,1,1,671.0,699.0,709.0,0.0,0.0,1.032853364944458,0.9931362935985433
0.5,hebbian_frobenius,1,1,632.0,632.0,703.0,0.07751895084801158,-0.0980297129833354,47.389087200164795,0.9847317551477799
0.5,hybrid_frobenius,1,1,632.0,632.0,703.0,0.07751895084801158,-0.0980297129833354,48.00402045249939,0.9847317551477799
0.5,oracle_compensation,1,1,678.0,698.0,731.0,1.0,-1.0,1.0530555248260498,1.0239529345846758
0.5,static_budgeted,1,2,671.0,690.0,721.0,0.0,0.0,1.8453929424285889,1.00994537050007
0.5,random_budgeted,1,2,662.0,690.0,706.0,0.0,0.0,1.2817769050598145,0.9889340243731616
0.5,hebbian_frobenius,1,2,636.0,641.0,699.0,0.10347397279559041,-0.07560175643387011,88.84185719490051,0.9791287295139376
0.5,hybrid_frobenius,1,2,632.0,640.0,700.0,0.10347397279559041,-0.07560175643387011,89.48902344703674,0.9805294859223981
0.5,oracle_compensation,1,2,691.0,692.0,726.0,1.0,-1.0,1.2661213874816895,1.0169491525423728
0.5,static_budgeted,1,3,679.0,692.0,719.0,0.0,0.0,1.3017961978912354,1.0071438576831488
0.5,random_budgeted,1,3,693.0,697.0,716.0,0.0,0.0,1.1694135665893555,1.0029415884577673
0.5,hebbian_frobenius,1,3,636.0,640.0,708.0,0.16378584514268654,-0.1592971989284191,37.413814067840576,0.9917355371900827
0.5,hybrid_frobenius,1,3,636.0,640.0,708.0,0.16378584514268654,-0.1592971989284191,38.877408266067505,0.9917355371900827
0.5,oracle_compensation,1,3,705.0,709.0,731.0,1.0,-1.0,1.3088788986206055,1.0239529345846758
0.5,static_budgeted,1,4,679.0,689.0,722.0,0.0,0.0,1.2508049011230469,1.0113461269085307
0.5,random_budgeted,1,4,688.0,703.0,714.0,0.0,0.0,0.9526000022888184,1.000140075640846
0.5,hebbian_frobenius,1,4,603.0,603.0,703.0,0.0738824702872142,-0.07676762163891435,90.70169258117676,0.9847317551477799
0.5,hybrid_frobenius,1,4,603.0,603.0,703.0,0.0738824702872142,-0.07676762163891435,90.90188407897949,0.9847317551477799
0.5,oracle_compensation,1,4,671.0,703.0,723.0,1.0,-1.0,1.2791612148284912,1.0127468833169913
0.5,static_budgeted,1,5,681.0,693.0,721.0,0.0,0.0,1.0503053665161133,1.00994537050007
0.5,random_budgeted,1,5,697.0,700.0,720.0,0.0,0.0,0.9850423336029053,1.0085446140916094
0.5,hebbian_frobenius,1,5,639.0,639.0,688.0,0.1096382838927688,-0.11342575742927061,61.270859718322754,0.9637204090208713
0.5,hybrid_frobenius,1,5,639.0,642.0,705.0,0.1096382838927688,-0.11342575742927061,61.57059454917908,0.987533267964701
0.5,oracle_compensation,1,5,685.0,698.0,714.0,1.0,-1.0,1.2423830032348633,1.000140075640846
0.5,static_budgeted,1,6,678.0,681.0,713.0,0.0,0.0,0.8766145706176758,0.9987393192323856
0.5,random_budgeted,1,6,705.0,705.0,723.0,0.0,0.0,1.0232274532318115,1.0127468833169913
0.5,hebbian_frobenius,1,6,631.0,631.0,708.0,0.10534761890501035,-0.1091735592122884,44.985891819000244,0.9917355371900827
0.5,hybrid_frobenius,1,6,631.0,631.0,708.0,0.10534761890501035,-0.1091735592122884,45.96727657318115,0.9917355371900827
0.5,oracle_compensation,1,6,672.0,698.0,718.0,1.0,-1.0,1.1249446868896484,1.0057431012746885
0.5,static_budgeted,1,7,672.0,691.0,703.0,0.0,0.0,1.1908674240112305,0.9847317551477799
0.5,random_budgeted,1,7,672.0,700.0,717.0,0.0,0.0,1.2425756454467773,1.0043423448662279
0.5,hebbian_frobenius,1,7,634.0,637.0,684.0,0.13578211668399964,-0.12888021619944026,57.605443239212036,0.958117383387029
0.5,hybrid_frobenius,1,7,634.0,637.0,684.0,0.13578211668399964,-0.12888021619944026,60.17654013633728,0.958117383387029
0.5,oracle_compensation,1,7,687.0,700.0,725.0,1.0,-1.0,1.19734525680542,1.0155483961339122
0.5,static_budgeted,1,8,689.0,689.0,705.0,0.0,0.0,1.3949024677276611,0.987533267964701
0.5,random_budgeted,1,8,686.0,698.0,715.0,0.0,0.0,1.1851377487182617,1.0015408320493067
0.5,hebbian_frobenius,1,8,638.0,655.0,696.0,0.04428906725996377,-0.06117375238442896,83.43418908119202,0.9749264602885559
0.5,hybrid_frobenius,1,8,648.0,653.0,702.0,0.04428906725996377,-0.06117375238442896,85.62195420265198,0.9833309987393193
0.5,oracle_compensation,1,8,693.0,702.0,725.0,1.0,-1.0,1.2035210132598877,1.0155483961339122
0.5,static_budgeted,1,9,670.0,678.0,715.0,0.0,0.0,1.1013779640197754,1.0015408320493067
0.5,random_budgeted,1,9,693.0,696.0,713.0,0.0,0.0,0.7958760261535645,0.9987393192323856
0.5,hebbian_frobenius,1,9,630.0,630.0,693.0,0.13490208140708695,-0.04902351819983152,32.917537212371826,0.9707241910631741
0.5,hybrid_frobenius,1,9,630.0,630.0,693.0,0.13490208140708695,-0.04902351819983152,34.22045874595642,0.9707241910631741
0.5,oracle_compensation,1,9,679.0,701.0,722.0,1.0,-1.0,1.222257137298584,1.0113461269085307
1.0,static_budgeted,1,0,636.0,661.0,701.0,0.0,0.0,2.077915668487549,0.9819302423308587
1.0,random_budgeted,1,0,660.0,673.0,718.0,0.0,0.0,2.0474867820739746,1.0057431012746885
1.0,hebbian_frobenius,1,0,588.0,619.0,696.0,0.11340305713656498,-0.13144466344736938,51.029470920562744,0.9749264602885559
1.0,hybrid_frobenius,1,0,588.0,592.0,689.0,0.11340305713656498,-0.13144466344736938,51.554333448410034,0.9651211654293319
1.0,oracle_compensation,1,0,653.0,653.0,707.0,1.0,-1.0,1.450514554977417,0.9903347807816221
1.0,static_budgeted,1,1,646.0,665.0,719.0,0.0,0.0,2.4520022869110107,1.0071438576831488
1.0,random_budgeted,1,1,666.0,691.0,714.0,0.0,0.0,2.146981716156006,1.000140075640846
1.0,hebbian_frobenius,1,1,636.0,636.0,697.0,0.15886328490442217,-0.11816040044850702,67.32898879051208,0.9763272166970164
1.0,hybrid_frobenius,1,1,636.0,636.0,697.0,0.15886328490442217,-0.11816040044850702,68.970787525177,0.9763272166970164
1.0,oracle_compensation,1,1,633.0,648.0,703.0,1.0,-1.0,1.2445757389068604,0.9847317551477799
1.0,static_budgeted,1,2,666.0,676.0,713.0,0.0,0.0,5.876615524291992,0.9987393192323856
1.0,random_budgeted,1,2,657.0,661.0,708.0,0.0,0.0,4.8843371868133545,0.9917355371900827
1.0,hebbian_frobenius,1,2,637.0,637.0,713.0,0.13010471364036286,-0.10712465075694969,86.4565851688385,0.9987393192323856
1.0,hybrid_frobenius,1,2,637.0,637.0,713.0,0.13010471364036286,-0.10712465075694969,88.87410759925842,0.9987393192323856
1.0,oracle_compensation,1,2,628.0,655.0,708.0,1.0,-1.0,1.5845575332641602,0.9917355371900827
1.0,static_budgeted,1,3,646.0,669.0,712.0,0.0,0.0,3.697282075881958,0.997338562823925
1.0,random_budgeted,1,3,666.0,679.0,718.0,0.0,0.0,3.105952501296997,1.0057431012746885
1.0,hebbian_frobenius,1,3,610.0,615.0,701.0,0.09083925474326718,-0.1250187021231759,86.13995957374573,0.9819302423308587
1.0,hybrid_frobenius,1,3,607.0,607.0,706.0,0.09083925474326718,-0.1250187021231759,88.58382081985474,0.9889340243731616
1.0,oracle_compensation,1,3,646.0,680.0,717.0,1.0,-1.0,1.4125168323516846,1.0043423448662279
1.0,static_budgeted,1,4,664.0,678.0,708.0,0.0,0.0,2.567436933517456,0.9917355371900827
1.0,random_budgeted,1,4,668.0,679.0,718.0,0.0,0.0,2.0972442626953125,1.0057431012746885
1.0,hebbian_frobenius,1,4,610.0,613.0,691.0,0.07520073143092565,-0.11226761365416918,84.90486168861389,0.967922678246253
1.0,hybrid_frobenius,1,4,610.0,610.0,691.0,0.07520073143092565,-0.11226761365416918,86.33967804908752,0.967922678246253
1.0,oracle_compensation,1,4,647.0,663.0,708.0,1.0,-1.0,1.3164732456207275,0.9917355371900827
1.0,static_budgeted,1,5,647.0,676.0,708.0,0.0,0.0,2.5366716384887695,0.9917355371900827
1.0,random_budgeted,1,5,669.0,677.0,701.0,0.0,0.0,2.4925179481506348,0.9819302423308587
1.0,hebbian_frobenius,1,5,626.0,626.0,692.0,0.11044890368866693,-0.15928514805729954,87.17155122756958,0.9693234346547136
1.0,hybrid_frobenius,1,5,626.0,626.0,692.0,0.11044890368866693,-0.15928514805729954,89.51011204719543,0.9693234346547136
1.0,oracle_compensation,1,5,654.0,656.0,705.0,1.0,-1.0,1.3079798221588135,0.987533267964701
1.0,static_budgeted,1,6,665.0,665.0,706.0,0.0,0.0,2.6933672428131104,0.9889340243731616
1.0,random_budgeted,1,6,640.0,687.0,710.0,0.0,0.0,2.2239201068878174,0.9945370500070038
1.0,hebbian_frobenius,1,6,619.0,619.0,693.0,0.08992266886215623,-0.17094208731035862,82.492360830307,0.9707241910631741
1.0,hybrid_frobenius,1,6,619.0,619.0,693.0,0.08992266886215623,-0.17094208731035862,84.77288126945496,0.9707241910631741
1.0,oracle_compensation,1,6,646.0,653.0,710.0,1.0,-1.0,1.273939847946167,0.9945370500070038
1.0,static_budgeted,1,7,643.0,667.0,717.0,0.0,0.0,4.630745887756348,1.0043423448662279
1.0,random_budgeted,1,7,669.0,685.0,714.0,0.0,0.0,4.140682935714722,1.000140075640846
1.0,hebbian_frobenius,1,7,618.0,619.0,686.0,0.026579490652411136,-0.13244170290574403,89.68935537338257,0.9609188962039502
1.0,hybrid_frobenius,1,7,618.0,618.0,686.0,0.026579490652411136,-0.13244170290574403,93.07920455932617,0.9609188962039502
1.0,oracle_compensation,1,7,639.0,649.0,711.0,1.0,-1.0,1.2723093032836914,0.9959378064154644
1.0,static_budgeted,1,8,653.0,672.0,718.0,0.0,0.0,5.20622992515564,1.0057431012746885
1.0,random_budgeted,1,8,668.0,668.0,711.0,0.0,0.0,3.43247127532959,0.9959378064154644
1.0,hebbian_frobenius,1,8,607.0,626.0,697.0,-0.008141874000074566,-0.09987916747563291,85.6536591053009,0.9763272166970164
1.0,hybrid_frobenius,1,8,617.0,618.0,694.0,-0.008141874000074566,-0.09987916747563291,88.46520471572876,0.9721249474716347
1.0,oracle_compensation,1,8,636.0,652.0,711.0,1.0,-1.0,1.6600298881530762,0.9959378064154644
1.0,static_budgeted,1,9,625.0,661.0,704.0,0.0,0.0,2.354095458984375,0.9861325115562404
1.0,random_budgeted,1,9,671.0,671.0,711.0,0.0,0.0,1.4378845691680908,0.9959378064154644
1.0,hebbian_frobenius,1,9,605.0,622.0,705.0,0.11734438533509559,-0.03706264532044398,60.11179995536804,0.987533267964701
1.0,hybrid_frobenius,1,9,605.0,605.0,703.0,0.11734438533509559,-0.03706264532044398,61.541168212890625,0.9847317551477799
1.0,oracle_compensation,1,9,646.0,668.0,708.0,1.0,-1.0,1.593395709991455,0.9917355371900827
0.0,static_budgeted,2,0,671.0,684.0,703.0,0.0,0.0,0.5687263011932373,1.0021382751247327
0.0,random_budgeted,2,0,689.0,690.0,702.0,0.0,0.0,0.5394835472106934,1.000712758374911
0.0,hebbian_frobenius,2,0,641.0,641.0,696.0,,,35.2677481174469,0.99215965787598
0.0,hybrid_frobenius,2,0,641.0,641.0,696.0,,,35.486533403396606,0.99215965787598
0.0,oracle_compensation,2,0,699.0,706.0,716.0,1.0,-1.0,0.9602510929107666,1.0206699928724163
0.0,static_budgeted,2,1,672.0,690.0,702.0,0.0,0.0,0.6248791217803955,1.000712758374911
0.0,random_budgeted,2,1,680.0,688.0,701.0,0.0,0.0,0.5158989429473877,0.9992872416250891
0.0,hebbian_frobenius,2,1,627.0,627.0,697.0,-1.8492608853689038e-16,,52.79797315597534,0.9935851746258019
0.0,hybrid_frobenius,2,1,627.0,627.0,697.0,-1.8492608853689038e-16,,52.1337571144104,0.9935851746258019
0.0,oracle_compensation,2,1,689.0,698.0,700.0,1.0,-1.0,1.049379825592041,0.9978617248752673
0.0,static_budgeted,2,2,658.0,673.0,696.0,0.0,0.0,0.6043546199798584,0.99215965787598
0.0,random_budgeted,2,2,687.0,691.0,704.0,0.0,0.0,0.495988130569458,1.0035637918745546
0.0,hebbian_frobenius,2,2,616.0,625.0,678.0,,,88.13902473449707,0.9665003563791874
0.0,hybrid_frobenius,2,2,620.0,625.0,678.0,,,88.11928701400757,0.9665003563791874
0.0,oracle_compensation,2,2,716.0,716.0,720.0,1.0,-1.0,0.9911155700683594,1.0263720598717034
0.0,static_budgeted,2,3,680.0,692.0,706.0,0.0,0.0,0.6234560012817383,1.0064148253741982
0.0,random_budgeted,2,3,697.0,697.0,710.0,0.0,0.0,0.5605237483978271,1.0121168923734853
0.0,hebbian_frobenius,2,3,641.0,641.0,689.0,9.480382104912382e-17,,25.78129482269287,0.9821810406272273
0.0,hybrid_frobenius,2,3,641.0,641.0,689.0,9.480382104912382e-17,,26.818196535110474,0.9821810406272273
0.0,oracle_compensation,2,3,706.0,714.0,720.0,1.0,-1.0,1.0410828590393066,1.0263720598717034
0.0,static_budgeted,2,4,673.0,684.0,708.0,0.0,0.0,0.7055742740631104,1.0092658588738417
0.0,random_budgeted,2,4,663.0,714.0,715.0,0.0,0.0,0.573514461517334,1.0192444761225945
0.0,hebbian_frobenius,2,4,632.0,632.0,681.0,1.1331507826288996e-16,,41.19110941886902,0.9707769066286529
0.0,hybrid_frobenius,2,4,632.0,632.0,681.0,1.1331507826288996e-16,,41.59560704231262,0.9707769066286529
0.0,oracle_compensation,2,4,698.0,701.0,711.0,1.0,-1.0,0.9728517532348633,1.0135424091233072
0.0,static_budgeted,2,5,679.0,679.0,692.0,0.0,0.0,0.659325122833252,0.9864575908766928
0.0,random_budgeted,2,5,676.0,683.0,696.0,0.0,0.0,0.5192549228668213,0.99215965787598
0.0,hebbian_frobenius,2,5,625.0,625.0,703.0,,,24.799760341644287,1.0021382751247327
0.0,hybrid_frobenius,2,5,625.0,625.0,703.0,,,24.82054591178894,1.0021382751247327
0.0,oracle_compensation,2,5,704.0,707.0,713.0,1.0,-1.0,0.9183478355407715,1.0163934426229508
0.0,static_budgeted,2,6,673.0,690.0,705.0,0.0,0.0,0.6392111778259277,1.0049893086243764
0.0,random_budgeted,2,6,684.0,700.0,709.0,0.0,0.0,0.5028841495513916,1.0106913756236635
0.0,hebbian_frobenius,2,6,646.0,648.0,684.0,-1.2798919688391635e-16,,58.373064279556274,0.9750534568781183
0.0,hybrid_frobenius,2,6,646.0,648.0,684.0,-1.2798919688391635e-16,,58.53277850151062,0.9750534568781183
0.0,oracle_compensation,2,6,702.0,710.0,720.0,1.0,-1.0,0.8573975563049316,1.0263720598717034
0.0,static_budgeted,2,7,661.0,676.0,704.0,0.0,0.0,0.6539943218231201,1.0035637918745546
0.0,random_budgeted,2,7,679.0,693.0,706.0,0.0,0.0,0.4903421401977539,1.0064148253741982
0.0,hebbian_frobenius,2,7,621.0,628.0,679.0,-2.7026935079603814e-17,,87.32967638969421,0.9679258731290092
0.0,hybrid_frobenius,2,7,621.0,628.0,679.0,-2.7026935079603814e-17,,86.66983389854431,0.9679258731290092
0.0,oracle_compensation,2,7,699.0,704.0,709.0,1.0,-1.0,0.9202098846435547,1.0106913756236635
0.0,static_budgeted,2,8,676.0,681.0,690.0,0.0,0.0,0.5678489208221436,0.9836065573770492
0.0,random_budgeted,2,8,663.0,701.0,705.0,0.0,0.0,0.49423980712890625,1.0049893086243764
0.0,hebbian_frobenius,2,8,618.0,618.0,678.0,-1.2994610370335027e-17,,19.164194107055664,0.9665003563791874
0.0,hybrid_frobenius,2,8,618.0,618.0,678.0,-1.2994610370335027e-17,,19.32202696800232,0.9665003563791874
0.0,oracle_compensation,2,8,695.0,706.0,712.0,1.0,-1.0,1.0280165672302246,1.014967925873129
0.0,static_budgeted,2,9,671.0,696.0,709.0,0.0,0.0,0.5331437587738037,1.0106913756236635
0.0,random_budgeted,2,9,682.0,696.0,705.0,0.0,0.0,0.5058403015136719,1.0049893086243764
0.0,hebbian_frobenius,2,9,614.0,618.0,666.0,-1.2827846300589913e-16,,85.59121346473694,0.9493941553813258
0.0,hybrid_frobenius,2,9,614.0,616.0,674.0,-1.2827846300589913e-16,,86.57063555717468,0.9607982893799002
0.0,oracle_compensation,2,9,687.0,705.0,714.0,1.0,-1.0,0.8902478218078613,1.0178189593727727
0.25,static_budgeted,2,0,664.0,685.0,699.0,0.0,0.0,0.6729440689086914,0.9964362081254454
0.25,random_budgeted,2,0,670.0,690.0,694.0,0.0,0.0,0.6428418159484863,0.9893086243763364
0.25,hebbian_frobenius,2,0,620.0,624.0,673.0,0.09143283088333844,-0.07569366492415196,67.19566631317139,0.9593727726300784
0.25,hybrid_frobenius,2,0,620.0,624.0,673.0,0.09143283088333844,-0.07569366492415196,67.76631808280945,0.9593727726300784
0.25,oracle_compensation,2,0,701.0,703.0,714.0,1.0,-1.0,0.9998056888580322,1.0178189593727727
0.25,static_budgeted,2,1,662.0,676.0,703.0,0.0,0.0,0.7135729789733887,1.0021382751247327
0.25,random_budgeted,2,1,678.0,685.0,694.0,0.0,0.0,0.6252248287200928,0.9893086243763364
0.25,hebbian_frobenius,2,1,638.0,638.0,683.0,0.036845114396021984,-0.04211989308774043,24.695019006729126,0.9736279401282965
0.25,hybrid_frobenius,2,1,638.0,638.0,683.0,0.036845114396021984,-0.04211989308774043,25.16221046447754,0.9736279401282965
0.25,oracle_compensation,2,1,702.0,705.0,710.0,1.0,-1.0,1.115858554840088,1.0121168923734853
0.25,static_budgeted,2,2,657.0,683.0,693.0,0.0,0.0,0.6643822193145752,0.9878831076265147
0.25,random_budgeted,2,2,675.0,680.0,696.0,0.0,0.0,0.5940868854522705,0.99215965787598
0.25,hebbian_frobenius,2,2,594.0,594.0,685.0,0.1546769888229956,-0.11288033920522036,37.85923385620117,0.9764789736279401
0.25,hybrid_frobenius,2,2,594.0,594.0,685.0,0.1546769888229956,-0.11288033920522036,38.80788850784302,0.9764789736279401
0.25,oracle_compensation,2,2,679.0,700.0,708.0,1.0,-1.0,1.1213679313659668,1.0092658588738417
0.25,static_budgeted,2,3,665.0,679.0,697.0,0.0,0.0,0.6542274951934814,0.9935851746258019
0.25,random_budgeted,2,3,689.0,689.0,717.0,0.0,0.0,0.7249388694763184,1.0220955096222382
0.25,hebbian_frobenius,2,3,616.0,623.0,667.0,0.11244351645660518,-0.13345609400418887,86.42807483673096,0.9508196721311475
0.25,hybrid_frobenius,2,3,611.0,624.0,664.0,0.11244351645660518,-0.13345609400418887,87.32814240455627,0.9465431218816821
0.25,oracle_compensation,2,3,711.0,712.0,714.0,1.0,-1.0,1.170043706893921,1.0178189593727727
0.25,static_budgeted,2,4,669.0,684.0,703.0,0.0,0.0,0.7137904167175293,1.0021382751247327
0.25,random_budgeted,2,4,679.0,684.0,701.0,0.0,0.0,0.5535345077514648,0.9992872416250891
0.25,hebbian_frobenius,2,4,626.0,626.0,673.0,0.14805448479096106,-0.13572041546351427,37.37970232963562,0.9593727726300784
0.25,hybrid_frobenius,2,4,626.0,627.0,673.0,0.14805448479096106,-0.13572041546351427,37.86737418174744,0.9593727726300784
0.25,oracle_compensation,2,4,682.0,696.0,700.0,1.0,-1.0,1.0590040683746338,0.9978617248752673
0.25,static_budgeted,2,5,669.0,678.0,701.0,0.0,0.0,0.8219621181488037,0.9992872416250891
0.25,random_budgeted,2,5,685.0,685.0,698.0,0.0,0.0,0.6932730674743652,0.9950106913756237
0.25,hebbian_frobenius,2,5,622.0,624.0,691.0,0.09567913029737529,-0.09125383222245491,42.07531452178955,0.985032074126871
0.25,hybrid_frobenius,2,5,622.0,624.0,691.0,0.09567913029737529,-0.09125383222245491,41.8271222114563,0.985032074126871
