sigma,method,graph_seed,method_seed,cut_raw,cut_rounded,cut_polished,corr_W_inverse_gain,corr_W_gain,runtime_sec,cut_ratio_vs_baseline
0.25,hybrid_frobenius,1,8,636.0,657.0,708.0,0.01272492037652036,-0.06995955588114236,87.9407250881195,0.9917355371900827
0.25,oracle_compensation,1,8,693.0,719.0,727.0,1.0,-1.0,1.0878372192382812,1.0183499089508334
0.25,static_budgeted,1,9,676.0,682.0,700.0,0.0,0.0,0.7880916595458984,0.9805294859223981
0.25,hebbian_frobenius,1,9,631.0,631.0,691.0,0.07449365766316779,-0.04270569361793353,79.93167400360107,0.967922678246253
0.25,hybrid_frobenius,1,9,631.0,631.0,691.0,0.07449365766316779,-0.04270569361793353,80.99733304977417,0.967922678246253
0.25,oracle_compensation,1,9,699.0,721.0,727.0,1.0,-1.0,0.962144136428833,1.0183499089508334
0.5,static_budgeted,1,0,676.0,686.0,716.0,0.0,0.0,1.2702279090881348,1.0029415884577673
0.5,hebbian_frobenius,1,0,605.0,605.0,693.0,0.12759369206354906,-0.1441235332973238,79.83738851547241,0.9707241910631741
0.5,hybrid_frobenius,1,0,605.0,605.0,693.0,0.12759369206354906,-0.1441235332973238,82.07538437843323,0.9707241910631741
0.5,oracle_compensation,1,0,698.0,714.0,728.0,1.0,-1.0,1.2040631771087646,1.019750665359294
0.5,static_budgeted,1,1,661.0,690.0,717.0,0.0,0.0,1.2030320167541504,1.0043423448662279
0.5,hebbian_frobenius,1,1,632.0,632.0,703.0,0.07751895084801158,-0.0980297129833354,46.824910402297974,0.9847317551477799
0.5,hybrid_frobenius,1,1,632.0,632.0,703.0,0.07751895084801158,-0.0980297129833354,46.00101161003113,0.9847317551477799
0.5,oracle_compensation,1,1,678.0,698.0,726.0,1.0,-1.0,1.0739870071411133,1.0169491525423728
0.5,static_budgeted,1,2,671.0,690.0,721.0,0.0,0.0,1.752967357635498,1.00994537050007
0.5,hebbian_frobenius,1,2,636.0,640.0,700.0,0.10347397279559041,-0.07560175643387011,86.6832435131073,0.9805294859223981
0.5,hybrid_frobenius,1,2,632.0,641.0,699.0,0.10347397279559041,-0.07560175643387011,89.77958941459656,0.9791287295139376
0.5,oracle_compensation,1,2,691.0,694.0,717.0,1.0,-1.0,1.3009591102600098,1.0043423448662279
0.5,static_budgeted,1,3,679.0,692.0,719.0,0.0,0.0,1.2975413799285889,1.0071438576831488
0.5,hebbian_frobenius,1,3,636.0,640.0,708.0,0.16378584514268654,-0.1592971989284191,36.776625871658325,0.9917355371900827
0.5,hybrid_frobenius,1,3,636.0,640.0,708.0,0.16378584514268654,-0.1592971989284191,38.372673749923706,0.9917355371900827
0.5,oracle_compensation,1,3,705.0,708.0,731.0,1.0,-1.0,2.273906946182251,1.0239529345846758
0.5,static_budgeted,1,4,679.0,689.0,722.0,0.0,0.0,1.2889983654022217,1.0113461269085307
0.5,hebbian_frobenius,1,4,603.0,603.0,703.0,0.0738824702872142,-0.07676762163891435,87.43231248855591,0.9847317551477799
0.5,hybrid_frobenius,1,4,603.0,603.0,703.0,0.0738824702872142,-0.07676762163891435,90.72557353973389,0.9847317551477799
0.5,oracle_compensation,1,4,671.0,700.0,723.0,1.0,-1.0,1.2620675563812256,1.0127468833169913
0.5,static_budgeted,1,5,681.0,693.0,721.0,0.0,0.0,1.0274839401245117,1.00994537050007
0.5,hebbian_frobenius,1,5,639.0,642.0,705.0,0.1096382838927688,-0.11342575742927061,60.81942439079285,0.987533267964701
0.5,hybrid_frobenius,1,5,639.0,639.0,688.0,0.1096382838927688,-0.11342575742927061,62.36026453971863,0.9637204090208713
0.5,oracle_compensation,1,5,685.0,695.0,711.0,1.0,-1.0,1.292130708694458,0.9959378064154644
0.5,static_budgeted,1,6,678.0,681.0,713.0,0.0,0.0,0.9799842834472656,0.9987393192323856
0.5,hebbian_frobenius,1,6,631.0,631.0,708.0,0.10534761890501035,-0.1091735592122884,47.17839050292969,0.9917355371900827
0.5,hybrid_frobenius,1,6,631.0,631.0,708.0,0.10534761890501035,-0.1091735592122884,45.67478632926941,0.9917355371900827
0.5,oracle_compensation,1,6,672.0,696.0,714.0,1.0,-1.0,1.090684175491333,1.000140075640846
0.5,static_budgeted,1,7,672.0,691.0,703.0,0.0,0.0,1.1974971294403076,0.9847317551477799
0.5,hebbian_frobenius,1,7,634.0,637.0,684.0,0.13578211668399964,-0.12888021619944026,58.96923518180847,0.958117383387029
0.5,hybrid_frobenius,1,7,634.0,637.0,684.0,0.13578211668399964,-0.12888021619944026,59.5819628238678,0.958117383387029
0.5,oracle_compensation,1,7,687.0,700.0,725.0,1.0,-1.0,1.2384469509124756,1.0155483961339122
0.5,static_budgeted,1,8,689.0,689.0,705.0,0.0,0.0,1.446803331375122,0.987533267964701
0.5,hebbian_frobenius,1,8,638.0,652.0,700.0,0.04428906725996377,-0.06117375238442896,84.0661370754242,0.9805294859223981
0.5,hybrid_frobenius,1,8,648.0,656.0,696.0,0.04428906725996377,-0.06117375238442896,85.15650987625122,0.9749264602885559
0.5,oracle_compensation,1,8,693.0,707.0,725.0,1.0,-1.0,1.2167198657989502,1.0155483961339122
0.5,static_budgeted,1,9,670.0,678.0,715.0,0.0,0.0,1.1012823581695557,1.0015408320493067
0.5,hebbian_frobenius,1,9,630.0,630.0,693.0,0.13490208140708695,-0.04902351819983152,32.74012327194214,0.9707241910631741
0.5,hybrid_frobenius,1,9,630.0,630.0,693.0,0.13490208140708695,-0.04902351819983152,33.90885639190674,0.9707241910631741
0.5,oracle_compensation,1,9,679.0,698.0,725.0,1.0,-1.0,1.1755292415618896,1.0155483961339122
1.0,static_budgeted,1,0,636.0,661.0,701.0,0.0,0.0,2.268406867980957,0.9819302423308587
1.0,hebbian_frobenius,1,0,588.0,592.0,689.0,0.11340305713656498,-0.13144466344736938,50.24156308174133,0.9651211654293319
1.0,hybrid_frobenius,1,0,588.0,592.0,689.0,0.11340305713656498,-0.13144466344736938,51.52342081069946,0.9651211654293319
1.0,oracle_compensation,1,0,653.0,656.0,691.0,1.0,-1.0,1.4262447357177734,0.967922678246253
1.0,static_budgeted,1,1,646.0,665.0,719.0,0.0,0.0,3.596867561340332,1.0071438576831488
1.0,hebbian_frobenius,1,1,636.0,636.0,697.0,0.15886328490442217,-0.11816040044850702,66.27595257759094,0.9763272166970164
1.0,hybrid_frobenius,1,1,636.0,636.0,697.0,0.15886328490442217,-0.11816040044850702,68.51536750793457,0.9763272166970164
1.0,oracle_compensation,1,1,633.0,657.0,715.0,1.0,-1.0,1.2556226253509521,1.0015408320493067
1.0,static_budgeted,1,2,666.0,676.0,713.0,0.0,0.0,6.046649694442749,0.9987393192323856
1.0,hebbian_frobenius,1,2,637.0,637.0,713.0,0.13010471364036286,-0.10712465075694969,87.98797297477722,0.9987393192323856
1.0,hybrid_frobenius,1,2,637.0,637.0,713.0,0.13010471364036286,-0.10712465075694969,89.60901308059692,0.9987393192323856
1.0,oracle_compensation,1,2,628.0,652.0,708.0,1.0,-1.0,1.5788800716400146,0.9917355371900827
1.0,static_budgeted,1,3,646.0,669.0,712.0,0.0,0.0,3.7724897861480713,0.997338562823925
1.0,hebbian_frobenius,1,3,610.0,624.0,696.0,0.09083925474326718,-0.1250187021231759,86.4211061000824,0.9749264602885559
1.0,hybrid_frobenius,1,3,607.0,607.0,706.0,0.09083925474326718,-0.1250187021231759,90.02623724937439,0.9889340243731616
1.0,oracle_compensation,1,3,646.0,680.0,717.0,1.0,-1.0,1.384699821472168,1.0043423448662279
1.0,static_budgeted,1,4,664.0,678.0,708.0,0.0,0.0,2.653280735015869,0.9917355371900827
1.0,hebbian_frobenius,1,4,610.0,613.0,691.0,0.07520073143092565,-0.11226761365416918,83.9027624130249,0.967922678246253
1.0,hybrid_frobenius,1,4,610.0,613.0,691.0,0.07520073143092565,-0.11226761365416918,84.66581439971924,0.967922678246253
1.0,oracle_compensation,1,4,647.0,661.0,703.0,1.0,-1.0,1.2738289833068848,0.9847317551477799
1.0,static_budgeted,1,5,647.0,676.0,708.0,0.0,0.0,2.5416066646575928,0.9917355371900827
1.0,hebbian_frobenius,1,5,626.0,626.0,692.0,0.11044890368866693,-0.15928514805729954,87.29488801956177,0.9693234346547136
1.0,hybrid_frobenius,1,5,626.0,626.0,692.0,0.11044890368866693,-0.15928514805729954,92.85171842575073,0.9693234346547136
1.0,oracle_compensation,1,5,654.0,654.0,701.0,1.0,-1.0,1.3077223300933838,0.9819302423308587
1.0,static_budgeted,1,6,665.0,665.0,706.0,0.0,0.0,2.7440836429595947,0.9889340243731616
1.0,hebbian_frobenius,1,6,619.0,619.0,693.0,0.08992266886215623,-0.17094208731035862,84.30505156517029,0.9707241910631741
1.0,hybrid_frobenius,1,6,619.0,619.0,693.0,0.08992266886215623,-0.17094208731035862,85.57691645622253,0.9707241910631741
1.0,oracle_compensation,1,6,646.0,657.0,698.0,1.0,-1.0,1.320742130279541,0.977727973105477
1.0,static_budgeted,1,7,643.0,667.0,717.0,0.0,0.0,4.85312819480896,1.0043423448662279
1.0,hebbian_frobenius,1,7,618.0,639.0,711.0,0.026579490652411136,-0.13244170290574403,91.15395760536194,0.9959378064154644
1.0,hybrid_frobenius,1,7,618.0,618.0,686.0,0.026579490652411136,-0.13244170290574403,92.98865723609924,0.9609188962039502
1.0,oracle_compensation,1,7,639.0,659.0,710.0,1.0,-1.0,1.268878698348999,0.9945370500070038
1.0,static_budgeted,1,8,653.0,672.0,718.0,0.0,0.0,5.319300174713135,1.0057431012746885
1.0,hebbian_frobenius,1,8,607.0,629.0,696.0,-0.008141874000074566,-0.09987916747563291,85.41700530052185,0.9749264602885559
1.0,hybrid_frobenius,1,8,617.0,617.0,689.0,-0.008141874000074566,-0.09987916747563291,90.18602752685547,0.9651211654293319
1.0,oracle_compensation,1,8,636.0,656.0,700.0,1.0,-1.0,1.5444974899291992,0.9805294859223981
1.0,static_budgeted,1,9,625.0,661.0,704.0,0.0,0.0,2.364888906478882,0.9861325115562404
1.0,hebbian_frobenius,1,9,605.0,614.0,703.0,0.11734438533509559,-0.03706264532044398,59.9897997379303,0.9847317551477799
1.0,hybrid_frobenius,1,9,605.0,614.0,703.0,0.11734438533509559,-0.03706264532044398,63.06892442703247,0.9847317551477799
1.0,oracle_compensation,1,9,646.0,664.0,708.0,1.0,-1.0,1.5857806205749512,0.9917355371900827
0.0,static_budgeted,2,0,671.0,684.0,703.0,0.0,0.0,0.5809276103973389,1.0021382751247327
0.0,hebbian_frobenius,2,0,641.0,641.0,696.0,,,36.791287422180176,0.99215965787598
0.0,hybrid_frobenius,2,0,641.0,641.0,696.0,,,35.87426137924194,0.99215965787598
0.0,oracle_compensation,2,0,699.0,703.0,710.0,1.0,-1.0,1.1255531311035156,1.0121168923734853
0.0,static_budgeted,2,1,672.0,690.0,702.0,0.0,0.0,0.740009069442749,1.000712758374911
0.0,hebbian_frobenius,2,1,627.0,627.0,697.0,-1.8492608853689038e-16,,53.06210708618164,0.9935851746258019
0.0,hybrid_frobenius,2,1,627.0,627.0,697.0,-1.8492608853689038e-16,,51.97380709648132,0.9935851746258019
0.0,oracle_compensation,2,1,689.0,698.0,700.0,1.0,-1.0,1.0409724712371826,0.9978617248752673
0.0,static_budgeted,2,2,658.0,673.0,696.0,0.0,0.0,0.6073653697967529,0.99215965787598
0.0,hebbian_frobenius,2,2,616.0,625.0,678.0,,,89.43789315223694,0.9665003563791874
0.0,hybrid_frobenius,2,2,620.0,625.0,678.0,,,88.5767114162445,0.9665003563791874
0.0,oracle_compensation,2,2,716.0,716.0,720.0,1.0,-1.0,0.9849612712860107,1.0263720598717034
0.0,static_budgeted,2,3,680.0,692.0,706.0,0.0,0.0,0.6458380222320557,1.0064148253741982
0.0,hebbian_frobenius,2,3,641.0,641.0,689.0,9.480382104912382e-17,,26.629481315612793,0.9821810406272273
0.0,hybrid_frobenius,2,3,641.0,641.0,689.0,9.480382104912382e-17,,26.194965839385986,0.9821810406272273
0.0,oracle_compensation,2,3,706.0,712.0,721.0,1.0,-1.0,1.0497205257415771,1.0277975766215253
0.0,static_budgeted,2,4,673.0,684.0,708.0,0.0,0.0,0.7062475681304932,1.0092658588738417
0.0,hebbian_frobenius,2,4,632.0,632.0,681.0,1.1331507826288996e-16,,41.122193574905396,0.9707769066286529
0.0,hybrid_frobenius,2,4,632.0,632.0,681.0,1.1331507826288996e-16,,41.931899309158325,0.9707769066286529
0.0,oracle_compensation,2,4,698.0,704.0,710.0,1.0,-1.0,1.008164882659912,1.0121168923734853
0.0,static_budgeted,2,5,679.0,679.0,692.0,0.0,0.0,1.7851390838623047,0.9864575908766928
0.0,hebbian_frobenius,2,5,625.0,625.0,703.0,,,24.073469877243042,1.0021382751247327
0.0,hybrid_frobenius,2,5,625.0,625.0,703.0,,,25.3262197971344,1.0021382751247327
0.0,oracle_compensation,2,5,704.0,709.0,714.0,1.0,-1.0,0.9294421672821045,1.0178189593727727
0.0,static_budgeted,2,6,673.0,690.0,705.0,0.0,0.0,0.7322988510131836,1.0049893086243764
0.0,hebbian_frobenius,2,6,646.0,648.0,684.0,-1.2798919688391635e-16,,58.14541482925415,0.9750534568781183
0.0,hybrid_frobenius,2,6,646.0,648.0,684.0,-1.2798919688391635e-16,,58.54850149154663,0.9750534568781183
0.0,oracle_compensation,2,6,702.0,710.0,719.0,1.0,-1.0,0.8460729122161865,1.0249465431218816
0.0,static_budgeted,2,7,661.0,676.0,704.0,0.0,0.0,0.6489546298980713,1.0035637918745546
0.0,hebbian_frobenius,2,7,621.0,628.0,679.0,-2.7026935079603814e-17,,87.48960709571838,0.9679258731290092
0.0,hybrid_frobenius,2,7,621.0,628.0,679.0,-2.7026935079603814e-17,,87.048508644104,0.9679258731290092
0.0,oracle_compensation,2,7,699.0,704.0,708.0,1.0,-1.0,0.9302914142608643,1.0092658588738417
0.0,static_budgeted,2,8,676.0,681.0,690.0,0.0,0.0,0.572394609451294,0.9836065573770492
0.0,hebbian_frobenius,2,8,618.0,618.0,678.0,-1.2994610370335027e-17,,18.220648050308228,0.9665003563791874
0.0,hybrid_frobenius,2,8,618.0,618.0,678.0,-1.2994610370335027e-17,,19.669944763183594,0.9665003563791874
0.0,oracle_compensation,2,8,695.0,704.0,711.0,1.0,-1.0,0.9573707580566406,1.0135424091233072
0.0,static_budgeted,2,9,671.0,696.0,709.0,0.0,0.0,0.5187332630157471,1.0106913756236635
0.0,hebbian_frobenius,2,9,614.0,615.0,679.0,-1.2827846300589913e-16,,84.76730465888977,0.9679258731290092
0.0,hybrid_frobenius,2,9,614.0,616.0,674.0,-1.2827846300589913e-16,,84.66499972343445,0.9607982893799002
0.0,oracle_compensation,2,9,687.0,708.0,716.0,1.0,-1.0,0.8524942398071289,1.0206699928724163
0.25,static_budgeted,2,0,664.0,685.0,699.0,0.0,0.0,0.6691229343414307,0.9964362081254454
0.25,hebbian_frobenius,2,0,620.0,624.0,673.0,0.09143283088333844,-0.07569366492415196,68.23406052589417,0.9593727726300784
0.25,hybrid_frobenius,2,0,620.0,624.0,673.0,0.09143283088333844,-0.07569366492415196,67.42228698730469,0.9593727726300784
0.25,oracle_compensation,2,0,701.0,707.0,717.0,1.0,-1.0,1.0239851474761963,1.0220955096222382
0.25,static_budgeted,2,1,662.0,676.0,703.0,0.0,0.0,0.7113330364227295,1.0021382751247327
0.25,hebbian_frobenius,2,1,638.0,638.0,683.0,0.036845114396021984,-0.04211989308774043,24.675918579101562,0.9736279401282965
0.25,hybrid_frobenius,2,1,638.0,638.0,683.0,0.036845114396021984,-0.04211989308774043,23.830284118652344,0.9736279401282965
0.25,oracle_compensation,2,1,702.0,706.0,712.0,1.0,-1.0,1.1409239768981934,1.014967925873129
0.25,static_budgeted,2,2,657.0,683.0,693.0,0.0,0.0,0.6642794609069824,0.9878831076265147
0.25,hebbian_frobenius,2,2,594.0,594.0,685.0,0.1546769888229956,-0.11288033920522036,39.444884300231934,0.9764789736279401
0.25,hybrid_frobenius,2,2,594.0,594.0,685.0,0.1546769888229956,-0.11288033920522036,37.95520257949829,0.9764789736279401
0.25,oracle_compensation,2,2,679.0,700.0,708.0,1.0,-1.0,1.05859375,1.0092658588738417
0.25,static_budgeted,2,3,665.0,679.0,697.0,0.0,0.0,0.6669340133666992,0.9935851746258019
0.25,hebbian_frobenius,2,3,616.0,623.0,664.0,0.11244351645660518,-0.13345609400418887,86.7739908695221,0.9465431218816821
0.25,hybrid_frobenius,2,3,611.0,624.0,664.0,0.11244351645660518,-0.13345609400418887,87.13746547698975,0.9465431218816821
0.25,oracle_compensation,2,3,711.0,712.0,718.0,1.0,-1.0,1.1797888278961182,1.0235210263720598
0.25,static_budgeted,2,4,669.0,684.0,703.0,0.0,0.0,0.7592120170593262,1.0021382751247327
0.25,hebbian_frobenius,2,4,626.0,627.0,673.0,0.14805448479096106,-0.13572041546351427,36.70530700683594,0.9593727726300784
0.25,hybrid_frobenius,2,4,626.0,626.0,673.0,0.14805448479096106,-0.13572041546351427,37.62989068031311,0.9593727726300784
0.25,oracle_compensation,2,4,682.0,695.0,709.0,1.0,-1.0,1.081181526184082,1.0106913756236635
0.25,static_budgeted,2,5,669.0,678.0,701.0,0.0,0.0,0.9130005836486816,0.9992872416250891
0.25,hebbian_frobenius,2,5,622.0,624.0,691.0,0.09567913029737529,-0.09125383222245491,41.3568320274353,0.985032074126871
0.25,hybrid_frobenius,2,5,622.0,624.0,691.0,0.09567913029737529,-0.09125383222245491,42.547513484954834,0.985032074126871
0.25,oracle_compensation,2,5,710.0,710.0,719.0,1.0,-1.0,1.0870287418365479,1.0249465431218816
0.25,static_budgeted,2,6,659.0,677.0,697.0,0.0,0.0,0.7564713954925537,0.9935851746258019
0.25,hebbian_frobenius,2,6,654.0,654.0,684.0,0.10345505571400083,-0.09514849451130711,75.87004351615906,0.9750534568781183
0.25,hybrid_frobenius,2,6,654.0,654.0,684.0,0.10345505571400083,-0.09514849451130711,77.70981121063232,0.9750534568781183
0.25,oracle_compensation,2,6,689.0,699.0,711.0,1.0,-1.0,0.9884848594665527,1.0135424091233072
0.25,static_budgeted,2,7,665.0,671.0,701.0,0.0,0.0,0.6621813774108887,0.9992872416250891
0.25,hebbian_frobenius,2,7,614.0,630.0,679.0,0.10108928323132263,-0.06371244192714678,87.32701206207275,0.9679258731290092
0.25,hybrid_frobenius,2,7,627.0,628.0,679.0,0.10108928323132263,-0.06371244192714678,86.02555203437805,0.9679258731290092
0.25,oracle_compensation,2,7,691.0,697.0,703.0,1.0,-1.0,1.0186383724212646,1.0021382751247327
0.25,static_budgeted,2,8,663.0,681.0,696.0,0.0,0.0,0.7639956474304199,0.99215965787598
0.25,hebbian_frobenius,2,8,610.0,613.0,681.0,0.08242706758333448,-0.07069259380274313,55.931636333465576,0.9707769066286529
0.25,hybrid_frobenius,2,8,610.0,613.0,681.0,0.08242706758333448,-0.07069259380274313,56.46298551559448,0.9707769066286529
0.25,oracle_compensation,2,8,685.0,694.0,710.0,1.0,-1.0,1.0690953731536865,1.0121168923734853
0.25,static_budgeted,2,9,680.0,693.0,715.0,0.0,0.0,0.7119841575622559,1.0192444761225945
0.25,hebbian_frobenius,2,9,623.0,624.0,699.0,0.03549025697345716,-0.035212867798960885,88.57943892478943,0.9964362081254454
0.25,hybrid_frobenius,2,9,623.0,624.0,699.0,0.03549025697345716,-0.035212867798960885,87.77592253684998,0.9964362081254454
0.25,oracle_compensation,2,9,696.0,707.0,712.0,1.0,-1.0,0.9136693477630615,1.014967925873129
0.5,static_budgeted,2,0,667.0,669.0,699.0,0.0,0.0,1.0359752178192139,0.9964362081254454
0.5,hebbian_frobenius,2,0,603.0,603.0,670.0,0.15513625936004946,-0.13260161604654827,86.49919533729553,0.955096222380613
0.5,hybrid_frobenius,2,0,603.0,603.0,670.0,0.15513625936004946,-0.13260161604654827,86.49191665649414,0.955096222380613
0.5,oracle_compensation,2,0,672.0,687.0,702.0,1.0,-1.0,1.0331337451934814,1.000712758374911
0.5,static_budgeted,2,1,663.0,667.0,701.0,0.0,0.0,1.090846300125122,0.9992872416250891
0.5,hebbian_frobenius,2,1,619.0,619.0,699.0,0.11422145659154373,-0.15212167308956437,37.501094818115234,0.9964362081254454
0.5,hybrid_frobenius,2,1,619.0,619.0,699.0,0.11422145659154373,-0.15212167308956437,36.4308295249939,0.9964362081254454
0.5,oracle_compensation,2,1,679.0,685.0,704.0,1.0,-1.0,1.0969204902648926,1.0035637918745546
0.5,static_budgeted,2,2,672.0,672.0,704.0,0.0,0.0,1.0987663269042969,1.0035637918745546
0.5,hebbian_frobenius,2,2,596.0,597.0,694.0,0.1358558476311037,-0.10904835234876127,89.69495749473572,0.9893086243763364
0.5,hybrid_frobenius,2,2,596.0,596.0,694.0,0.1358558476311037,-0.10904835234876127,89.7695381641388,0.9893086243763364
0.5,oracle_compensation,2,2,671.0,684.0,703.0,1.0,-1.0,1.1263635158538818,1.0021382751247327
0.5,static_budgeted,2,3,661.0,674.0,692.0,0.0,0.0,1.1205418109893799,0.9864575908766928
0.5,hebbian_frobenius,2,3,603.0,603.0,680.0,0.1749657621222223,-0.15885901040178527,41.690073013305664,0.9693513898788311
0.5,hybrid_frobenius,2,3,603.0,603.0,680.0,0.1749657621222223,-0.15885901040178527,43.544323205947876,0.9693513898788311
0.5,oracle_compensation,2,3,691.0,696.0,704.0,1.0,-1.0,1.1740550994873047,1.0035637918745546
0.5,static_budgeted,2,4,674.0,674.0,704.0,0.0,0.0,1.238016128540039,1.0035637918745546
0.5,hebbian_frobenius,2,4,619.0,619.0,689.0,0.05790964870821214,-0.11179743246740222,35.690799713134766,0.9821810406272273
0.5,hybrid_frobenius,2,4,619.0,622.0,686.0,0.05790964870821214,-0.11179743246740222,35.2598237991333,0.977904490377762
0.5,oracle_compensation,2,4,673.0,673.0,692.0,1.0,-1.0,1.073490858078003,0.9864575908766928
0.5,static_budgeted,2,5,675.0,675.0,699.0,0.0,0.0,1.420250654220581,0.9964362081254454
0.5,hebbian_frobenius,2,5,608.0,610.0,691.0,0.15677369019955947,-0.1679348047588906,38.54625582695007,0.985032074126871
0.5,hybrid_frobenius,2,5,608.0,610.0,691.0,0.15677369019955947,-0.1679348047588906,39.27870535850525,0.985032074126871
0.5,oracle_compensation,2,5,675.0,682.0,712.0,1.0,-1.0,1.2238569259643555,1.014967925873129
0.5,static_budgeted,2,6,638.0,671.0,695.0,0.0,0.0,1.337695837020874,0.9907341411261582
0.5,hebbian_frobenius,2,6,620.0,620.0,675.0,0.13259111049786654,-0.09825380078521079,82.71698188781738,0.962223806129722
0.5,hybrid_frobenius,2,6,620.0,620.0,675.0,0.13259111049786654,-0.09825380078521079,84.50501918792725,0.962223806129722
0.5,oracle_compensation,2,6,670.0,688.0,701.0,1.0,-1.0,1.2295801639556885,0.9992872416250891
0.5,static_budgeted,2,7,652.0,654.0,683.0,0.0,0.0,1.0125954151153564,0.9736279401282965
0.5,hebbian_frobenius,2,7,604.0,605.0,686.0,0.08984933143113946,-0.11786002145791741,87.70169115066528,0.977904490377762
0.5,hybrid_frobenius,2,7,604.0,605.0,686.0,0.08984933143113946,-0.11786002145791741,87.33427786827087,0.977904490377762
0.5,oracle_compensation,2,7,670.0,681.0,704.0,1.0,-1.0,2.26090669631958,1.0035637918745546
0.5,static_budgeted,2,8,640.0,672.0,693.0,0.0,0.0,1.1313798427581787,0.9878831076265147
0.5,hebbian_frobenius,2,8,619.0,620.0,681.0,0.10581129278912133,-0.127635873307113,47.17103290557861,0.9707769066286529
0.5,hybrid_frobenius,2,8,619.0,620.0,681.0,0.10581129278912133,-0.127635873307113,50.68318319320679,0.9707769066286529
0.5,oracle_compensation,2,8,668.0,682.0,701.0,1.0,-1.0,1.1593000888824463,0.9992872416250891
0.5,static_budgeted,2,9,674.0,686.0,700.0,0.0,0.0,0.9920330047607422,0.9978617248752673
0.5,hebbian_frobenius,2,9,608.0,608.0,677.0,0.07185203267117188,-0.07482603448407353,87.31787061691284,0.9650748396293657
0.5,hybrid_frobenius,2,9,608.0,608.0,677.0,0.07185203267117188,-0.07482603448407353,88.34918117523193,0.9650748396293657
0.5,oracle_compensation,2,9,664.0,682.0,700.0,1.0,-1.0,1.0712034702301025,0.9978617248752673
1.0,static_budgeted,2,0,640.0,648.0,691.0,0.0,0.0,3.2463645935058594,0.985032074126871
1.0,hebbian_frobenius,2,0,594.0,594.0,690.0,0.18397180273535554,-0.13563694519443,86.88690447807312,0.9836065573770492
1.0,hybrid_frobenius,2,0,594.0,594.0,690.0,0.18397180273535554,-0.13563694519443,90.9196949005127,0.9836065573770492
1.0,oracle_compensation,2,0,655.0,655.0,702.0,1.0,-1.0,1.557952642440796,1.000712758374911
1.0,static_budgeted,2,1,636.0,652.0,689.0,0.0,0.0,3.414768695831299,0.9821810406272273
1.0,hebbian_frobenius,2,1,589.0,589.0,698.0,0.1854773870847046,-0.1558610691947525,86.64111518859863,0.9950106913756237
1.0,hybrid_frobenius,2,1,582.0,589.0,698.0,0.1854773870847046,-0.1558610691947525,90.92724609375,0.9950106913756237
1.0,oracle_compensation,2,1,632.0,642.0,682.0,1.0,-1.0,1.4913361072540283,0.9722024233784747
1.0,static_budgeted,2,2,618.0,644.0,683.0,0.0,0.0,2.123931884765625,0.9736279401282965
1.0,hebbian_frobenius,2,2,580.0,580.0,692.0,0.06776223801985737,-0.12798224508492972,92.10917162895203,0.9864575908766928
1.0,hybrid_frobenius,2,2,580.0,580.0,692.0,0.06776223801985737,-0.12798224508492972,95.38626861572266,0.9864575908766928
1.0,oracle_compensation,2,2,622.0,645.0,700.0,1.0,-1.0,1.3289439678192139,0.9978617248752673
1.0,static_budgeted,2,3,648.0,649.0,687.0,0.0,0.0,2.9983789920806885,0.9793300071275838
1.0,hebbian_frobenius,2,3,618.0,618.0,693.0,0.08468930050837987,-0.1367873757226199,94.19800806045532,0.9878831076265147
1.0,hybrid_frobenius,2,3,618.0,618.0,693.0,0.08468930050837987,-0.1367873757226199,118.23954224586487,0.9878831076265147
1.0,oracle_compensation,2,3,626.0,633.0,686.0,1.0,-1.0,1.9846196174621582,0.977904490377762
1.0,static_budgeted,2,4,623.0,628.0,695.0,0.0,0.0,3.5432217121124268,0.9907341411261582
1.0,hebbian_frobenius,2,4,588.0,591.0,686.0,0.04186730473427739,-0.1124786345647304,102.56316685676575,0.977904490377762
1.0,hybrid_frobenius,2,4,588.0,591.0,686.0,0.04186730473427739,-0.1124786345647304,98.30495834350586,0.977904490377762
1.0,oracle_compensation,2,4,602.0,634.0,693.0,1.0,-1.0,1.7693171501159668,0.9878831076265147
1.0,static_budgeted,2,5,641.0,662.0,699.0,0.0,0.0,4.048181772232056,0.9964362081254454
1.0,hebbian_frobenius,2,5,597.0,599.0,677.0,0.04480557165171569,-0.14742231348053422,89.84380221366882,0.9650748396293657
1.0,hybrid_frobenius,2,5,597.0,599.0,677.0,0.04480557165171569,-0.14742231348053422,89.76023864746094,0.9650748396293657
1.0,oracle_compensation,2,5,620.0,635.0,690.0,1.0,-1.0,1.7822740077972412,0.9836065573770492
1.0,static_budgeted,2,6,639.0,639.0,690.0,0.0,0.0,3.607480049133301,0.9836065573770492
1.0,hebbian_frobenius,2,6,593.0,598.0,699.0,0.10964364312888716,-0.1798124851142856,85.73032212257385,0.9964362081254454
1.0,hybrid_frobenius,2,6,589.0,597.0,675.0,0.10964364312888716,-0.1798124851142856,87.13608241081238,0.962223806129722
1.0,oracle_compensation,2,6,640.0,660.0,690.0,1.0,-1.0,1.4276621341705322,0.9836065573770492
1.0,static_budgeted,2,7,640.0,649.0,670.0,0.0,0.0,3.042679786682129,0.955096222380613
1.0,hebbian_frobenius,2,7,602.0,605.0,680.0,-0.0006861304182376631,-0.08470590492080111,61.49570965766907,0.9693513898788311
